description,business_tags,sector,category,niche,candidate_labels,candidate_sim_scores,zero_shot_scores,final_labels
"Welchcivils is a civil engineering and construction company that specializes in designing and building utility network connections across the UK. They offer multi-utility solutions that combine electricity, gas, water, and fibre optic installation into a single contract. Their design engineer teams are capable of designing electricity, water and gas networks from existing network connection points to meter locations at the development, as well as project management of reinforcements and diversions. They provide custom connection solutions that take into account any existing assets, maximize the usage of every trench, and meet project deadlines. Welchcivils has considerable expertise installing gas and electricity connections in a variety of market categories, including residential, commercial, and industrial projects, as as well.","['Construction Services', 'Multi-utilities', 'Utility Network Connections Design and Construction', 'Water Connection Installation', 'Multi-utility Connections', 'Fiber Optic Installation']",Services,Civil Engineering Services,Other Heavy and Civil Engineering Construction,"['Pipeline Construction Services', 'Residential Electrical Services', 'Commercial Electrical Services', 'Commercial Construction Services', 'Industrial Plumbing Services', 'Electric Line Construction', 'Infrastructure Excavation', 'Multi-Family Construction Services', 'Cable Installation Services', 'Insulation Services', 'Commercial Communication Equipment Installation', 'Millwork Services', 'Residential Communication Equipment Installation', 'Directional Drilling Services', 'Boiler Installation Services', 'Masonry Construction Services', 'Well Drilling Services', 'Road and Highway Construction', 'Roofing Services with Heat Application', 'Commercial Plumbing Services', 'Excavation Services', 'Residential Roofing Services']","[0.5658457, 0.5097127, 0.49567527, 0.48040244, 0.47354585, 0.45154375, 0.4515401, 0.45071185, 0.4490946, 0.44883054, 0.4385026, 0.43741637, 0.43543664, 0.43323848, 0.4292122, 0.42893735, 0.41908032, 0.41752183, 0.41594076, 0.41557214, 0.41531473, 0.41281056]","{'Pipeline Construction Services': 0.03229919821023941, 'Residential Electrical Services': 0.22396241128444672, 'Commercial Electrical Services': 0.18787714838981628, 'Commercial Construction Services': 0.41622090339660645, 'Industrial Plumbing Services': 0.042196787893772125, 'Electric Line Construction': 0.4052812457084656, 'Infrastructure Excavation': 0.27142542600631714, 'Multi-Family Construction Services': 0.13065363466739655, 'Cable Installation Services': 0.086095429956913, 'Insulation Services': 0.01338390912860632, 'Commercial Communication Equipment Installation': 0.08357755839824677, 'Millwork Services': 0.06441441923379898, 'Residential Communication Equipment Installation': 0.14107558131217957, 'Directional Drilling Services': 0.03919954597949982, 'Boiler Installation Services': 0.049810733646154404, 'Masonry Construction Services': 0.05482202768325806, 'Well Drilling Services': 0.03845462575554848, 'Road and Highway Construction': 0.14021101593971252, 'Roofing Services with Heat Application': 0.07355910539627075, 'Commercial Plumbing Services': 0.05146298557519913, 'Excavation Services': 0.026631947606801987, 'Residential Roofing Services': 0.07605339586734772}","['Commercial Construction Services', 'Electric Line Construction']"
"Kyoto Vegetable Specialists Uekamo, also known as Iwa-machi, is a company based in Kyoto, Japan that specializes in the sale of vegetables. They have been in business for ten years and offer a collection of vegetable recipes through their Keiō Vegetable Recipe Collection and Online Shop. The company is directly owned by Uekamoo Farm, Uekame Farm, and Lobechi Shijo-hara Farm. They offer a variety of vegetable products, including suguki-zuke and Kamoo eggplant, and also accept production cultivation according to customer requests. Iwaichi Limited Company uses their experience in production and sales to provide tailored vegetables to meet customer needs and also accepts cultivation of products according to their requirements.","['Wholesale', 'Dual-task Movement Products', 'Cast Iron Products Manufacturer', 'Manufacturing Technology', 'Food and Beverage', 'Rice And Noodles', 'High-quality Gloss of Cast Iron', 'Rice Wholesaler', 'Miscellaneous Crop Farming', 'Health and Wellness Products', 'Agricultural Cooperative', 'Medical Practice Based on Eastern Medicine', 'Production', 'Rice Pudding']",Manufacturing,Fruit & Vegetable - Markets & Stores,"Frozen Fruit, Juice, and Vegetable Manufacturing","['Food Processing Services', 'Agricultural Equipment Services', 'Seafood Processing Services', 'Ornamental Plant Nurseries', 'Bakery Production Services', 'Confectionery Manufacturing', 'Coffee Processing Services', 'Meat Processing Services', 'Food Safety Services', 'Dairy Production Services', 'Gardening Services', 'Canning Services', 'Pet Food Manufacturing', 'Textile Manufacturing Services', 'Grain Processing Services', 'Pesticide Application Services', 'Frozen Food Processing', 'Livestock Dealer Services', 'Furniture Manufacturing', 'Cabinetry Manufacturing', 'Catering Services', 'Accessory Manufacturing']","[0.40571022, 0.39858264, 0.36367762, 0.36276492, 0.35773546, 0.34123638, 0.34115124, 0.33935234, 0.3283182, 0.32532793, 0.32289404, 0.32103974, 0.3137223, 0.30445677, 0.30402207, 0.2999097, 0.29829448, 0.2911368, 0.27500236, 0.27484262, 0.2718103, 0.27015844]","{'Food Processing Services': 0.09245264530181885, 'Agricultural Equipment Services': 0.021025272086262703, 'Seafood Processing Services': 0.0049108960665762424, 'Ornamental Plant Nurseries': 0.01741679571568966, 'Bakery Production Services': 0.021734829992055893, 'Confectionery Manufacturing': 0.006225369405001402, 'Coffee Processing Services': 0.017521696165204048, 'Meat Processing Services': 0.004724286962300539, 'Food Safety Services': 0.043938301503658295, 'Dairy Production Services': 0.011101714335381985, 'Gardening Services': 0.025122864171862602, 'Canning Services': 0.04331646114587784, 'Pet Food Manufacturing': 0.005560955964028835, 'Textile Manufacturing Services': 0.0036933994852006435, 'Grain Processing Services': 0.015060809440910816, 'Pesticide Application Services': 0.027535563334822655, 'Frozen Food Processing': 0.6988083124160767, 'Livestock Dealer Services': 0.013494175858795643, 'Furniture Manufacturing': 0.004344033543020487, 'Cabinetry Manufacturing': 0.007559858728200197, 'Catering Services': 0.011609986424446106, 'Accessory Manufacturing': 0.07260210067033768}",['Frozen Food Processing']
"Loidholdhof Integrative Hofgemeinschaft is a company that offers a range of services and products to its customers. Their products are all handmade and of the highest quality, produced on a biodynamic basis with a focus on freshness and quality. The company's product range includes homemade bread, honey from their own beekeeping, syrup, and fresh vegetables, which can be purchased in their farm shop. In addition to their farm products, they also have a farm shop and cafe where customers can enjoy fresh coffee and delicious cakes.","['Living Forms', 'Farm Cafe', 'Fresh Coffee', 'Community Engagement', 'Freshly Baked Bread', 'Social Interaction Opportunities', 'Fresh Vegetables', 'Homemade Honey', 'Delicious Cakes', 'Community-oriented Living', 'Handmade Products', 'Fresh Juices', 'Farm Fresh Products', 'Integrated Farming Community', 'Biodynamic Farming']",Manufacturing,Farms & Agriculture Production,All Other Miscellaneous Crop Farming,"['Bakery Production Services', 'Confectionery Manufacturing', 'Agricultural Equipment Services', 'Dairy Production Services', 'Food Processing Services', 'Grain Processing Services', 'Meat Processing Services', 'Livestock Dealer Services', 'Gardening Services', 'Coffee Processing Services', 'Ornamental Plant Nurseries', 'Catering Services', 'Food Safety Services', 'Animal Feed Manufacturing', 'Pet Food Manufacturing', 'Canning Services', 'Seafood Processing Services', 'Millwork Services', 'Ice Production Services', 'Tent Manufacturing Services', 'Non-Alcoholic Beverage Manufacturing', 'Textile Manufacturing Services']","[0.49026528, 0.45671016, 0.42583674, 0.42295566, 0.42041135, 0.3761791, 0.37536082, 0.37328148, 0.359013, 0.35533547, 0.35442454, 0.35420477, 0.35090056, 0.3445676, 0.34238732, 0.3352982, 0.3338968, 0.3278319, 0.32758567, 0.32627994, 0.3190477, 0.3108361]","{'Bakery Production Services': 0.012697000987827778, 'Confectionery Manufacturing': 0.001256722491234541, 'Agricultural Equipment Services': 0.010197366587817669, 'Dairy Production Services': 0.008468376472592354, 'Food Processing Services': 0.008393132127821445, 'Grain Processing Services': 0.008411907590925694, 'Meat Processing Services': 0.0021991373505443335, 'Livestock Dealer Services': 0.0056466213427484035, 'Gardening Services': 0.017467893660068512, 'Coffee Processing Services': 0.04268015921115875, 'Ornamental Plant Nurseries': 0.004713491536676884, 'Catering Services': 0.002106049098074436, 'Food Safety Services': 0.006309214513748884, 'Animal Feed Manufacturing': 0.005493304692208767, 'Pet Food Manufacturing': 0.002023057546466589, 'Canning Services': 0.008267512544989586, 'Seafood Processing Services': 0.0019797408021986485, 'Millwork Services': 0.0062657915987074375, 'Ice Production Services': 0.009068133309483528, 'Tent Manufacturing Services': 0.04236504063010216, 'Non-Alcoholic Beverage Manufacturing': 0.013834651559591293, 'Textile Manufacturing Services': 0.0038742537144571543}",[]
"PATAGONIA Chapa Y Pintura is an auto body shop located in Comodoro Rivadavia, Chubut Province, Argentina. The company specializes in providing auto body repair services.","['Automotive Body Repair Services', 'Interior Repair Services']",Services,Auto Body Shops,"Automotive Body, Paint, and Interior Repair and Maintenance","['Coffee Processing Services', 'Apparel Manufacturing', 'Textile Manufacturing Services', 'Food Processing Services', 'Sheet Metal Services', 'Cosmetic Manufacturing', 'Asphalt Production Services', 'Pet Grooming Services', 'Meat Processing Services', 'Commercial Construction Services', 'Seafood Processing Services', 'Well Drilling Services', 'Road Maintenance Services', 'Pet Food Manufacturing', 'Carpentry Services', 'Pet Boarding Services', 'Plastic Manufacturing', 'Excavation Services', 'Swimming Pool Maintenance Services', 'Testing and Inspection Services', 'Commercial Renovation Services', 'Travel Services']","[0.33400184, 0.31740677, 0.30248114, 0.2992435, 0.291986, 0.29075766, 0.29066682, 0.2895465, 0.2759219, 0.27542552, 0.27538693, 0.27085376, 0.26720938, 0.26712552, 0.26443654, 0.26423982, 0.2623554, 0.26191232, 0.26066214, 0.25880736, 0.2556079, 0.25517422]","{'Coffee Processing Services': 0.0006857980042695999, 'Apparel Manufacturing': 0.0001694469974609092, 'Textile Manufacturing Services': 0.0002313891745870933, 'Food Processing Services': 0.00023921485990285873, 'Sheet Metal Services': 0.0005391852464526892, 'Cosmetic Manufacturing': 0.0002658081357367337, 'Asphalt Production Services': 0.001027795486152172, 'Pet Grooming Services': 0.0007551051676273346, 'Meat Processing Services': 0.0002008430310525, 'Commercial Construction Services': 0.001420321175828576, 'Seafood Processing Services': 0.00031383903115056455, 'Well Drilling Services': 0.00044704906758852303, 'Road Maintenance Services': 0.0016709277406334877, 'Pet Food Manufacturing': 0.0002463011478539556, 'Carpentry Services': 0.0005103113944642246, 'Pet Boarding Services': 0.0013772922102361917, 'Plastic Manufacturing': 0.0008661732426844537, 'Excavation Services': 0.0005267095402814448, 'Swimming Pool Maintenance Services': 0.0005385897820815444, 'Testing and Inspection Services': 0.0008777508046478033, 'Commercial Renovation Services': 0.003679815912619233, 'Travel Services': 0.0018136368598788977}",[]
"Stanica WODNA PTTK Swornegacie is a cultural establishment located in Swornychgaciach, Poland. It is a popular destination for kayakers and tourists of all levels, offering a variety of activities and events. The establishment is managed by Zbigniew Galiński.","['Cultural Activities', 'Accommodation Services', 'Kayak Rentals', 'Small Gastronomy Products', 'Tourism Services', 'Recreational Activities', 'Cultural Center']",Services,Boat Tours & Cruises,"Scenic and Sightseeing Transportation, Water","['Welding Services', 'Tent Manufacturing Services', 'Carpentry Services', 'Physical Therapy Services', 'Fishing and Hunting Services', 'Brewery Operations', 'Ice Production Services', 'Waterproofing Services', 'Laboratory Services', 'Field Welding Services', 'Seafood Processing Services', 'Meat Processing Services', 'Coffee Processing Services', 'Legal Services', 'Travel Services', 'Pet Grooming Services', 'Testing and Inspection Services', 'Boiler Repair Services', 'Arts Services', 'Veterinary Clinics', 'Textile Manufacturing Services', 'Fencing Construction Services']","[0.24785739, 0.24433027, 0.24286133, 0.23692313, 0.23622742, 0.23186827, 0.22370027, 0.2176396, 0.21625414, 0.21443158, 0.21314338, 0.21040726, 0.2102196, 0.20893568, 0.20797549, 0.20566383, 0.20488647, 0.2046989, 0.2043482, 0.2037259, 0.20282495, 0.19903505]","{'Welding Services': 0.0010023879585787654, 'Tent Manufacturing Services': 0.0007321562734432518, 'Carpentry Services': 0.0008489111205562949, 'Physical Therapy Services': 0.0005504755536094308, 'Fishing and Hunting Services': 0.0007662675925530493, 'Brewery Operations': 0.0009198709740303457, 'Ice Production Services': 0.0013720969436690211, 'Waterproofing Services': 0.014561365358531475, 'Laboratory Services': 0.0027046198956668377, 'Field Welding Services': 0.0007267463952302933, 'Seafood Processing Services': 0.0007625719881616533, 'Meat Processing Services': 0.00017713500710669905, 'Coffee Processing Services': 0.0005952068604528904, 'Legal Services': 0.0018668195698410273, 'Travel Services': 0.7011731266975403, 'Pet Grooming Services': 0.0010020281188189983, 'Testing and Inspection Services': 0.0009750114986672997, 'Boiler Repair Services': 0.0007102228119038045, 'Arts Services': 0.018756823614239693, 'Veterinary Clinics': 0.0003390740021131933, 'Textile Manufacturing Services': 0.00019275487284176052, 'Fencing Construction Services': 0.0005945381126366556}",['Travel Services']
"BIQ Benefícios is a Brazilian company that specializes in generating benefits for both individuals and businesses. With a structure of three large companies in the food sector and 20 years of experience, BIQ Beneficios has extensive knowledge in this field. The company aims to revolutionize the market through quality services for its customers, accredited employees, and collaborators. BIQ Benefits is duly accredited by the PAT (Worker Food Program) and offers a wide network of accredited establishments that provides employees with the freedom to choose healthy food options. The BIQ Duo card is perfect for those who travel frequently. The app allows users to perform balance queries and statements of BIQ cards, as well as see the average daily spending so that their balance lasts until the end of the month.","['Healthy Food Options', 'Accredited Establishments', 'Daily Spending Tracking Service', 'Benefits and Payment Solutions', 'Balance Queries', 'Balance Statements', 'Benefit Generation', 'Food Cards', 'Flexible and Personalized Benefits Strategy']",Services,Payment Processing & Point of Sale,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","['Food Processing Services', 'Business Development Services', 'Coffee Processing Services', 'Catering Services', 'Bakery Production Services', 'Financial Services', 'Marketing Services', 'Meat Processing Services', 'Food Safety Services', 'Travel Services', 'Seafood Processing Services', 'E-Commerce Services', 'Market Research Services', 'Corporate Responsibility Services', 'Management Consulting', 'Quality Assurance Services', 'Insurance Services', 'Health Promotion Services', 'Waste Management Services', 'Confectionery Manufacturing', 'Dairy Production Services', 'Health and Safety Consulting']","[0.44317228, 0.42181247, 0.41555822, 0.41135433, 0.4065019, 0.40415245, 0.39770663, 0.3893998, 0.38911223, 0.38183558, 0.38054913, 0.37934965, 0.3657484, 0.34974933, 0.33847678, 0.3368748, 0.33189124, 0.33183807, 0.321284, 0.31950566, 0.31867123, 0.31668717]","{'Food Processing Services': 0.16046638786792755, 'Business Development Services': 0.1354311853647232, 'Coffee Processing Services': 0.024883415549993515, 'Catering Services': 0.015311582013964653, 'Bakery Production Services': 0.04477904364466667, 'Financial Services': 0.8060199022293091, 'Marketing Services': 0.01293391827493906, 'Meat Processing Services': 0.013588294386863708, 'Food Safety Services': 0.021242985501885414, 'Travel Services': 0.044073496013879776, 'Seafood Processing Services': 0.030805328860878944, 'E-Commerce Services': 0.04143553972244263, 'Market Research Services': 0.009350788779556751, 'Corporate Responsibility Services': 0.07625871896743774, 'Management Consulting': 0.03107413463294506, 'Quality Assurance Services': 0.0738442912697792, 'Insurance Services': 0.004040838219225407, 'Health Promotion Services': 0.045895252376794815, 'Waste Management Services': 0.010214579291641712, 'Confectionery Manufacturing': 0.033812813460826874, 'Dairy Production Services': 0.0274655781686306, 'Health and Safety Consulting': 0.021492350846529007}",['Financial Services']
"EnvCompli is a company that provides personalized Industrial General Permit (IGP) Management services for Storm Water Compliance needs. They offer an assigned specialist to meet all your needs, coordinate your lab sample results, and manage your SMARTs account. Their services include preparing a Storm Water Pollution Prevention Plan (Swppp) with on-site evaluation, BMPs evaluation, Monitoring Implementation Plan, Site Map, and SWPPP revision. They also provide customized Inspection Forms to meet your facility needs. EnvComplI was founded by a Stormwater Compliance expert with experience in various industries such as transportation, metal fabrication, scrap metals, plastic film & extrusion, food processing, oil & gas, wood mills, and aerospace. They provide on-the-spot NEC evaluation and solution to ensure the NEC requirements have been met. Additionally, they offer SMART data entry for AdHoc Report (Lab Report) and Annual Report.","['Source Control', 'Inspection and Sampling Event Forms', 'Stormwater Management', 'State Water Boards Smarts']",Services,Environmental Engineering Services,Environmental Consulting Services,"['Environmental Consulting', 'Water Treatment Services', 'Residential Drainage Systems', 'Environmental Health Services', 'Waterproofing Services', 'Industrial Plumbing Services', 'Septic System Services', 'Pipeline Construction Services', 'Commercial Irrigation Systems', 'Residential Plumbing Services', 'Commercial Plumbing Services', 'Health and Safety Consulting', 'Waste Management Services', 'Boiler Installation Services', 'General Snow Removal Services', 'Swimming Pool Maintenance Services', 'Residential Drain Cleaning', 'Swimming Pool Installation Services', 'Commercial Drain Cleaning', 'General Handyman Services', 'Testing and Inspection Services', 'Ice Production Services']","[0.5257374, 0.49574494, 0.4631269, 0.44617233, 0.44554403, 0.43420112, 0.42240465, 0.4180932, 0.4151093, 0.41369802, 0.39931524, 0.39480853, 0.38697007, 0.38463664, 0.38369215, 0.38265735, 0.3774612, 0.3756631, 0.3749472, 0.3734319, 0.3718176, 0.36221474]","{'Environmental Consulting': 0.9589489698410034, 'Water Treatment Services': 0.01895282231271267, 'Residential Drainage Systems': 0.18500058352947235, 'Environmental Health Services': 0.0023168919142335653, 'Waterproofing Services': 0.01321350410580635, 'Industrial Plumbing Services': 0.008894289843738079, 'Septic System Services': 0.07811900973320007, 'Pipeline Construction Services': 0.03704383224248886, 'Commercial Irrigation Systems': 0.27381977438926697, 'Residential Plumbing Services': 0.02726064808666706, 'Commercial Plumbing Services': 0.0403943806886673, 'Health and Safety Consulting': 0.005279301665723324, 'Waste Management Services': 0.005700288340449333, 'Boiler Installation Services': 0.036433108150959015, 'General Snow Removal Services': 0.003996418323367834, 'Swimming Pool Maintenance Services': 0.015545545145869255, 'Residential Drain Cleaning': 0.07576882094144821, 'Swimming Pool Installation Services': 0.02645633928477764, 'Commercial Drain Cleaning': 0.159683957695961, 'General Handyman Services': 0.00901822466403246, 'Testing and Inspection Services': 0.7621594667434692, 'Ice Production Services': 0.057021547108888626}","['Environmental Consulting', 'Testing and Inspection Services']"
"Corrugated Beam Form Ltd is a company based in Walsall, England, specializing in the supply of concrete products.","['Cut Sheets', 'Formwork Installation Services', 'Corner Joints', 'Lightweight Polypropylene Manufacturer', 'Welded Cages', 'Full Drawings Installation Videos', 'Concrete Products', 'Manufacturing', 'Light Weight Polypropyl Alcohol', 'Drawing Take-offs Services', 'Installation Guides', 'Prefabricated U-sections', 'Construction Materials Manufacturing', 'Light and Rigid Formwork']",Manufacturing,Building Material Manufacturers,Engineered Wood Member Manufacturing,"['Pallet Manufacturing', 'Sheet Metal Services', 'Commercial Construction Services', 'Non-Structural Steel Fabrication', 'Masonry Construction Services', 'Tent Manufacturing Services', 'Tilt-Up Concrete Services', 'Welding Services', 'Residential Roofing Services', 'Field Welding Services', 'Pipeline Construction Services', 'Plastic Signage Production', 'Carpentry Services', 'Fencing Construction Services', 'Roofing Services with Heat Application', 'Multi-Family Construction Services', 'Furniture Manufacturing', 'Mobile Home Construction Services', 'Structural Steel Erection', 'Plastic Manufacturing', 'Window and Door Manufacturing', 'Sidewalk Construction Services']","[0.49299872, 0.4890462, 0.45218778, 0.43925613, 0.40957183, 0.40729052, 0.40694225, 0.40647173, 0.40387613, 0.39990115, 0.39096934, 0.3823937, 0.37961376, 0.37844032, 0.37685433, 0.3724955, 0.37067425, 0.36596838, 0.36438012, 0.36240727, 0.36068928, 0.357847]","{'Pallet Manufacturing': 0.0030045066960155964, 'Sheet Metal Services': 0.04372910410165787, 'Commercial Construction Services': 0.636164128780365, 'Non-Structural Steel Fabrication': 0.00931557733565569, 'Masonry Construction Services': 0.011418395675718784, 'Tent Manufacturing Services': 0.00396342109888792, 'Tilt-Up Concrete Services': 0.08681176602840424, 'Welding Services': 0.04329828545451164, 'Residential Roofing Services': 0.012504191137850285, 'Field Welding Services': 0.026934271678328514, 'Pipeline Construction Services': 0.0037156634498387575, 'Plastic Signage Production': 0.0005709195975214243, 'Carpentry Services': 0.0006875022081658244, 'Fencing Construction Services': 0.024710772559046745, 'Roofing Services with Heat Application': 0.006511186249554157, 'Multi-Family Construction Services': 0.07853461802005768, 'Furniture Manufacturing': 0.0004962286329828203, 'Mobile Home Construction Services': 0.011494344100356102, 'Structural Steel Erection': 0.009109526872634888, 'Plastic Manufacturing': 0.0011493873316794634, 'Window and Door Manufacturing': 0.0012075791601091623, 'Sidewalk Construction Services': 0.0036085706669837236}",['Commercial Construction Services']
"The company specializes in the production and distribution of packaging materials, including cardboard sealing tape, wholesale packaging, and packaging supplies. They also offer printed packaging services.","['C Packaging Solutions', 'Wholesale Package', 'Printed Packaging', 'Carton Sealing Tape']",Wholesale,Paper & Cardboard Products,Industrial and Personal Service Paper Merchant Wholesalers,"['Paper Production Services', 'Carpet Manufacturing Services', 'Food Processing Services', 'Textile Manufacturing Services', 'Insulation Services', 'Sheet Metal Services', 'Stationery Manufacturing', 'Bakery Production Services', 'Tent Manufacturing Services', 'Gas Manufacturing Services', 'Drywall Services', 'E-Commerce Services', 'Commercial Construction Services', 'Printing Services', 'Catering Services', 'Marketing Services', 'Branding Services', 'Meat Processing Services', 'Canning Services', 'Confectionery Manufacturing', 'Plastic Signage Production', 'Rope Production Services']","[0.5991927, 0.47838563, 0.4669384, 0.46519595, 0.4636225, 0.4520952, 0.44523594, 0.44097686, 0.43427774, 0.43175238, 0.43074155, 0.42232025, 0.42213607, 0.41993296, 0.41835406, 0.4168775, 0.40468457, 0.40413412, 0.40074837, 0.40047836, 0.39635742, 0.39543104]","{'Paper Production Services': 0.14889466762542725, 'Carpet Manufacturing Services': 0.00030169388628564775, 'Food Processing Services': 0.0019284377340227365, 'Textile Manufacturing Services': 0.00021218684560153633, 'Insulation Services': 0.0005450827302411199, 'Sheet Metal Services': 0.00020153254445176572, 'Stationery Manufacturing': 0.0002646401117090136, 'Bakery Production Services': 0.0009826268069446087, 'Tent Manufacturing Services': 0.002072183648124337, 'Gas Manufacturing Services': 0.00037131644785404205, 'Drywall Services': 0.0001618069945834577, 'E-Commerce Services': 0.0016633750637993217, 'Commercial Construction Services': 0.001143638975918293, 'Printing Services': 0.6713642477989197, 'Catering Services': 0.0006075809942558408, 'Marketing Services': 0.0021769972518086433, 'Branding Services': 0.0009957902366295457, 'Meat Processing Services': 0.0003678844077512622, 'Canning Services': 0.0004578442603815347, 'Confectionery Manufacturing': 0.001692392979748547, 'Plastic Signage Production': 0.00033088051714003086, 'Rope Production Services': 0.00029285054188221693}",['Printing Services']
"Indira Caterz And Event Managerzz is a company categorized under restaurant supply stores. It is located in Alappuzha, Kerala, India. The company specializes in providing supplies for restaurants and event management services.","['Event Organization Services', 'Restaurant Supply Store']",Wholesale,Restaurant Equipment,Other Commercial Equipment Merchant Wholesalers,"['Catering Services', 'Event Planning Services', 'Food Processing Services', 'Marketing Services', 'Seafood Processing Services', 'E-Commerce Services', 'Travel Services', 'Bakery Production Services', 'Crisis Management Services', 'Coffee Processing Services', 'Meat Processing Services', 'Tent Manufacturing Services', 'General Handyman Services', 'Confectionery Manufacturing', 'Carpet Manufacturing Services', 'Waste Management Services', 'Interior Design Services', 'Agricultural Equipment Services', 'Food Safety Services', 'Sports Management Services', 'Insurance Services', 'Fundraising Services']","[0.51932573, 0.4327491, 0.39778513, 0.35277355, 0.33889198, 0.33504272, 0.33235574, 0.33132276, 0.30843604, 0.3078383, 0.30722523, 0.30674583, 0.30582324, 0.29814106, 0.2973159, 0.29413927, 0.29405496, 0.293826, 0.29034084, 0.28325835, 0.28237122, 0.28051257]","{'Catering Services': 0.21193353831768036, 'Event Planning Services': 0.1968991905450821, 'Food Processing Services': 0.0008185498882085085, 'Marketing Services': 0.001480268663726747, 'Seafood Processing Services': 0.0007644163561053574, 'E-Commerce Services': 0.000845890142954886, 'Travel Services': 0.000586825655773282, 'Bakery Production Services': 0.0004971964517608285, 'Crisis Management Services': 0.0006596120656467974, 'Coffee Processing Services': 0.0005820475635118783, 'Meat Processing Services': 0.0005506716552190483, 'Tent Manufacturing Services': 0.001998635707423091, 'General Handyman Services': 0.00040598298073746264, 'Confectionery Manufacturing': 0.0001601665571797639, 'Carpet Manufacturing Services': 0.0002428928855806589, 'Waste Management Services': 0.00029731003451161087, 'Interior Design Services': 0.00030879018595442176, 'Agricultural Equipment Services': 0.00060147640760988, 'Food Safety Services': 0.0013049006229266524, 'Sports Management Services': 0.0003867356281261891, 'Insurance Services': 0.0002890334581024945, 'Fundraising Services': 0.0004307603812776506}",[]
