description,business_tags,sector,category,niche,candidate_labels,candidate_sim_scores,zero_shot_scores,final_labels
"Welchcivils is a civil engineering and construction company that specializes in designing and building utility network connections across the UK. They offer multi-utility solutions that combine electricity, gas, water, and fibre optic installation into a single contract. Their design engineer teams are capable of designing electricity, water and gas networks from existing network connection points to meter locations at the development, as well as project management of reinforcements and diversions. They provide custom connection solutions that take into account any existing assets, maximize the usage of every trench, and meet project deadlines. Welchcivils has considerable expertise installing gas and electricity connections in a variety of market categories, including residential, commercial, and industrial projects, as as well.","['Construction Services', 'Multi-utilities', 'Utility Network Connections Design and Construction', 'Water Connection Installation', 'Multi-utility Connections', 'Fiber Optic Installation']",Services,Civil Engineering Services,Other Heavy and Civil Engineering Construction,"['Pipeline Construction Services', 'Residential Electrical Services', 'Commercial Electrical Services', 'Commercial Construction Services', 'Industrial Plumbing Services', 'Electric Line Construction', 'Infrastructure Excavation', 'Cable Installation Services', 'Multi-Family Construction Services', 'Insulation Services', 'Commercial Communication Equipment Installation', 'Residential Communication Equipment Installation', 'Directional Drilling Services', 'Millwork Services', 'Road and Highway Construction', 'Masonry Construction Services', 'Boiler Installation Services', 'Excavation Services', 'Well Drilling Services', 'Residential Drainage Systems', 'Industrial Machinery Installation', 'Commercial Plumbing Services']","[0.5577945, 0.49063903, 0.4699888, 0.46507308, 0.46139097, 0.46021524, 0.4547081, 0.44187582, 0.43835136, 0.43703628, 0.42915446, 0.42912573, 0.42762166, 0.4254837, 0.4239788, 0.42194197, 0.414589, 0.41002005, 0.4065693, 0.40434253, 0.4030767, 0.39950806]","{'Pipeline Construction Services': 0.04094025865197182, 'Residential Electrical Services': 0.34279224276542664, 'Commercial Electrical Services': 0.2671195864677429, 'Commercial Construction Services': 0.45060768723487854, 'Industrial Plumbing Services': 0.04745111241936684, 'Electric Line Construction': 0.37628042697906494, 'Infrastructure Excavation': 0.23101761937141418, 'Cable Installation Services': 0.0302168857306242, 'Multi-Family Construction Services': 0.07027033716440201, 'Insulation Services': 0.008533223532140255, 'Commercial Communication Equipment Installation': 0.0971127301454544, 'Residential Communication Equipment Installation': 0.14022232592105865, 'Directional Drilling Services': 0.027859045192599297, 'Millwork Services': 0.07696467638015747, 'Road and Highway Construction': 0.11369099467992783, 'Masonry Construction Services': 0.05687155947089195, 'Boiler Installation Services': 0.02490980550646782, 'Excavation Services': 0.02150576561689377, 'Well Drilling Services': 0.027979779988527298, 'Residential Drainage Systems': 0.2552572190761566, 'Industrial Machinery Installation': 0.019619038328528404, 'Commercial Plumbing Services': 0.048935577273368835}","['Residential Electrical Services', 'Commercial Construction Services', 'Electric Line Construction']"
"Kyoto Vegetable Specialists Uekamo, also known as Iwa-machi, is a company based in Kyoto, Japan that specializes in the sale of vegetables. They have been in business for ten years and offer a collection of vegetable recipes through their Keiō Vegetable Recipe Collection and Online Shop. The company is directly owned by Uekamoo Farm, Uekame Farm, and Lobechi Shijo-hara Farm. They offer a variety of vegetable products, including suguki-zuke and Kamoo eggplant, and also accept production cultivation according to customer requests. Iwaichi Limited Company uses their experience in production and sales to provide tailored vegetables to meet customer needs and also accepts cultivation of products according to their requirements.","['Wholesale', 'Dual-task Movement Products', 'Cast Iron Products Manufacturer', 'Manufacturing Technology', 'Food and Beverage', 'Rice And Noodles', 'High-quality Gloss of Cast Iron', 'Rice Wholesaler', 'Miscellaneous Crop Farming', 'Health and Wellness Products', 'Agricultural Cooperative', 'Medical Practice Based on Eastern Medicine', 'Production', 'Rice Pudding']",Manufacturing,Fruit & Vegetable - Markets & Stores,"Frozen Fruit, Juice, and Vegetable Manufacturing","['Food Processing Services', 'Agricultural Equipment Services', 'Confectionery Manufacturing', 'Seafood Processing Services', 'Bakery Production Services', 'Food Safety Services', 'Frozen Food Processing', 'Meat Processing Services', 'Ornamental Plant Nurseries', 'Dairy Production Services', 'Pet Food Manufacturing', 'Canning Services', 'Coffee Processing Services', 'Grain Processing Services', 'Gardening Services', 'Animal Feed Manufacturing', 'Textile Manufacturing Services', 'Catering Services', 'Pesticide Application Services', 'Non-Alcoholic Beverage Manufacturing', 'Furniture Manufacturing', 'Livestock Dealer Services']","[0.44543204, 0.4105448, 0.40473318, 0.40418148, 0.38220888, 0.37428918, 0.37058398, 0.3641967, 0.3633619, 0.35496947, 0.3488838, 0.34761208, 0.33955252, 0.33294466, 0.31483656, 0.31034428, 0.30415228, 0.30019826, 0.29391113, 0.2915985, 0.28846887, 0.28817555]","{'Food Processing Services': 0.06363141536712646, 'Agricultural Equipment Services': 0.0038994534406811, 'Confectionery Manufacturing': 0.0003992775164078921, 'Seafood Processing Services': 0.0004580524982884526, 'Bakery Production Services': 0.0012363168643787503, 'Food Safety Services': 0.006088309921324253, 'Frozen Food Processing': 0.25559094548225403, 'Meat Processing Services': 0.0003165941743645817, 'Ornamental Plant Nurseries': 0.0026984347496181726, 'Dairy Production Services': 0.0006956998258829117, 'Pet Food Manufacturing': 0.00035005557583644986, 'Canning Services': 0.0034551722928881645, 'Coffee Processing Services': 0.0005876848590560257, 'Grain Processing Services': 0.0015423967270180583, 'Gardening Services': 0.004284251946955919, 'Animal Feed Manufacturing': 0.00026321664336137474, 'Textile Manufacturing Services': 0.00019497577159199864, 'Catering Services': 0.000988369225524366, 'Pesticide Application Services': 0.002153398236259818, 'Non-Alcoholic Beverage Manufacturing': 0.0777839720249176, 'Furniture Manufacturing': 0.00017222123278770596, 'Livestock Dealer Services': 0.0013570450246334076}",[]
"Loidholdhof Integrative Hofgemeinschaft is a company that offers a range of services and products to its customers. Their products are all handmade and of the highest quality, produced on a biodynamic basis with a focus on freshness and quality. The company's product range includes homemade bread, honey from their own beekeeping, syrup, and fresh vegetables, which can be purchased in their farm shop. In addition to their farm products, they also have a farm shop and cafe where customers can enjoy fresh coffee and delicious cakes.","['Living Forms', 'Farm Cafe', 'Fresh Coffee', 'Community Engagement', 'Freshly Baked Bread', 'Social Interaction Opportunities', 'Fresh Vegetables', 'Homemade Honey', 'Delicious Cakes', 'Community-oriented Living', 'Handmade Products', 'Fresh Juices', 'Farm Fresh Products', 'Integrated Farming Community', 'Biodynamic Farming']",Manufacturing,Farms & Agriculture Production,All Other Miscellaneous Crop Farming,"['Bakery Production Services', 'Confectionery Manufacturing', 'Dairy Production Services', 'Food Processing Services', 'Agricultural Equipment Services', 'Grain Processing Services', 'Meat Processing Services', 'Ornamental Plant Nurseries', 'Gardening Services', 'Animal Feed Manufacturing', 'Coffee Processing Services', 'Catering Services', 'Food Safety Services', 'Livestock Dealer Services', 'Pet Food Manufacturing', 'Canning Services', 'Brewery Operations', 'Non-Alcoholic Beverage Manufacturing', 'Seafood Processing Services', 'Frozen Food Processing', 'Millwork Services', 'Tent Manufacturing Services']","[0.50124466, 0.46162504, 0.43516377, 0.41266042, 0.41199595, 0.3622023, 0.360564, 0.35288846, 0.35204858, 0.34944746, 0.34916374, 0.34662864, 0.34520188, 0.34311587, 0.33956677, 0.3360578, 0.32779896, 0.32669565, 0.3166682, 0.31617963, 0.3052592, 0.30270433]","{'Bakery Production Services': 0.0036471958737820387, 'Confectionery Manufacturing': 0.00017555721569806337, 'Dairy Production Services': 0.0031388113275170326, 'Food Processing Services': 0.0011692025000229478, 'Agricultural Equipment Services': 0.0023527469020336866, 'Grain Processing Services': 0.00223335437476635, 'Meat Processing Services': 0.00036768330028280616, 'Ornamental Plant Nurseries': 0.0011882729595527053, 'Gardening Services': 0.0072930678725242615, 'Animal Feed Manufacturing': 0.00044544320553541183, 'Coffee Processing Services': 0.010982472449541092, 'Catering Services': 0.0008933309582062066, 'Food Safety Services': 0.002118814503774047, 'Livestock Dealer Services': 0.0015387681778520346, 'Pet Food Manufacturing': 0.00036067271139472723, 'Canning Services': 0.0028859537560492754, 'Brewery Operations': 0.0014777588658034801, 'Non-Alcoholic Beverage Manufacturing': 0.002585021313279867, 'Seafood Processing Services': 0.0005024497513659298, 'Frozen Food Processing': 0.0005121435387991369, 'Millwork Services': 0.0007676956010982394, 'Tent Manufacturing Services': 0.001961096655577421}",[]
"PATAGONIA Chapa Y Pintura is an auto body shop located in Comodoro Rivadavia, Chubut Province, Argentina. The company specializes in providing auto body repair services.","['Automotive Body Repair Services', 'Interior Repair Services']",Services,Auto Body Shops,"Automotive Body, Paint, and Interior Repair and Maintenance","['Coffee Processing Services', 'Apparel Manufacturing', 'Textile Manufacturing Services', 'Food Processing Services', 'Cosmetic Manufacturing', 'Pet Grooming Services', 'Sheet Metal Services', 'Asphalt Production Services', 'Commercial Construction Services', 'Seafood Processing Services', 'Meat Processing Services', 'Carpentry Services', 'Well Drilling Services', 'Pet Food Manufacturing', 'Excavation Services', 'Pet Boarding Services', 'Road Maintenance Services', 'Commercial Renovation Services', 'Plastic Manufacturing', 'Street Cleaning Operations', 'Swimming Pool Maintenance Services', 'Testing and Inspection Services']","[0.3259633, 0.30432928, 0.29192078, 0.29000676, 0.28539196, 0.2820282, 0.28131843, 0.2783492, 0.27053404, 0.26651084, 0.26462525, 0.2618786, 0.26082298, 0.2590971, 0.25861487, 0.2583092, 0.25550765, 0.2510653, 0.24744383, 0.24681716, 0.24548392, 0.24501553]","{'Coffee Processing Services': 0.00013343614409677684, 'Apparel Manufacturing': 9.927639621309936e-05, 'Textile Manufacturing Services': 8.544193406123668e-05, 'Food Processing Services': 9.536262950859964e-05, 'Cosmetic Manufacturing': 0.0001473098382120952, 'Pet Grooming Services': 0.00013201916590332985, 'Sheet Metal Services': 0.00014236987044569105, 'Asphalt Production Services': 0.00017613431555218995, 'Commercial Construction Services': 0.0002391879097558558, 'Seafood Processing Services': 8.526328747393563e-05, 'Meat Processing Services': 9.748017328092828e-05, 'Carpentry Services': 0.0001819174358388409, 'Well Drilling Services': 0.00014635342813562602, 'Pet Food Manufacturing': 6.672203016933054e-05, 'Excavation Services': 0.00012097279250156134, 'Pet Boarding Services': 0.00015643725055269897, 'Road Maintenance Services': 0.000364109204383567, 'Commercial Renovation Services': 0.00047575734788551927, 'Plastic Manufacturing': 0.0003205582033842802, 'Street Cleaning Operations': 9.960715397028252e-05, 'Swimming Pool Maintenance Services': 9.807813330553472e-05, 'Testing and Inspection Services': 0.00018136440485250205}",[]
"Stanica WODNA PTTK Swornegacie is a cultural establishment located in Swornychgaciach, Poland. It is a popular destination for kayakers and tourists of all levels, offering a variety of activities and events. The establishment is managed by Zbigniew Galiński.","['Cultural Activities', 'Accommodation Services', 'Kayak Rentals', 'Small Gastronomy Products', 'Tourism Services', 'Recreational Activities', 'Cultural Center']",Services,Boat Tours & Cruises,"Scenic and Sightseeing Transportation, Water","['Fishing and Hunting Services', 'Brewery Operations', 'Carpentry Services', 'Tent Manufacturing Services', 'Welding Services', 'Physical Therapy Services', 'Waterproofing Services', 'Seafood Processing Services', 'Ice Production Services', 'Arts Services', 'Field Welding Services', 'Travel Services', 'Fencing Construction Services', 'Dock and Pier Construction', 'Meat Processing Services', 'Laboratory Services', 'Coffee Processing Services', 'Pet Grooming Services', 'Veterinary Clinics', 'Timber Harvesting Operations', 'Legal Services', 'Public Relations Services']","[0.26750863, 0.2660476, 0.25268346, 0.24961881, 0.24768654, 0.2366291, 0.22844812, 0.22220455, 0.2219047, 0.21723479, 0.2166892, 0.21625237, 0.2158736, 0.2123178, 0.21121365, 0.21031727, 0.2079875, 0.20531058, 0.20434298, 0.20381281, 0.2037407, 0.20315376]","{'Fishing and Hunting Services': 0.0001667609321884811, 'Brewery Operations': 0.0003338982642162591, 'Carpentry Services': 0.0001691579818725586, 'Tent Manufacturing Services': 0.0002732805151026696, 'Welding Services': 0.00014293185085989535, 'Physical Therapy Services': 0.00014641058805864304, 'Waterproofing Services': 0.001769802998751402, 'Seafood Processing Services': 0.0001358241424895823, 'Ice Production Services': 0.0002400190569460392, 'Arts Services': 0.014328576624393463, 'Field Welding Services': 0.00013538352504838258, 'Travel Services': 0.09125277400016785, 'Fencing Construction Services': 0.00010907656542258337, 'Dock and Pier Construction': 0.00021524935436900705, 'Meat Processing Services': 9.64407590799965e-05, 'Laboratory Services': 0.0006619442137889564, 'Coffee Processing Services': 0.00015356366930063814, 'Pet Grooming Services': 0.00017600062710698694, 'Veterinary Clinics': 0.00014347274554893374, 'Timber Harvesting Operations': 5.6278848205693066e-05, 'Legal Services': 0.000684208411257714, 'Public Relations Services': 0.000683243153616786}",[]
"BIQ Benefícios is a Brazilian company that specializes in generating benefits for both individuals and businesses. With a structure of three large companies in the food sector and 20 years of experience, BIQ Beneficios has extensive knowledge in this field. The company aims to revolutionize the market through quality services for its customers, accredited employees, and collaborators. BIQ Benefits is duly accredited by the PAT (Worker Food Program) and offers a wide network of accredited establishments that provides employees with the freedom to choose healthy food options. The BIQ Duo card is perfect for those who travel frequently. The app allows users to perform balance queries and statements of BIQ cards, as well as see the average daily spending so that their balance lasts until the end of the month.","['Healthy Food Options', 'Accredited Establishments', 'Daily Spending Tracking Service', 'Benefits and Payment Solutions', 'Balance Queries', 'Balance Statements', 'Benefit Generation', 'Food Cards', 'Flexible and Personalized Benefits Strategy']",Services,Payment Processing & Point of Sale,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","['Food Processing Services', 'Coffee Processing Services', 'Catering Services', 'Bakery Production Services', 'Financial Services', 'Food Safety Services', 'Business Development Services', 'Meat Processing Services', 'Marketing Services', 'Travel Services', 'Seafood Processing Services', 'E-Commerce Services', 'Market Research Services', 'Corporate Responsibility Services', 'Confectionery Manufacturing', 'Health Promotion Services', 'Management Consulting', 'Quality Assurance Services', 'Dairy Production Services', 'Insurance Services', 'Waste Management Services', 'Health and Safety Consulting']","[0.4409913, 0.40762123, 0.40609136, 0.4011597, 0.39541286, 0.39221203, 0.38799775, 0.38064814, 0.379196, 0.37277526, 0.3695528, 0.3597018, 0.3482124, 0.33404624, 0.32915866, 0.32456964, 0.32375133, 0.3181367, 0.31439936, 0.31294525, 0.30538583, 0.30343673]","{'Food Processing Services': 0.20669598877429962, 'Coffee Processing Services': 0.017226511612534523, 'Catering Services': 0.014832998625934124, 'Bakery Production Services': 0.044810131192207336, 'Financial Services': 0.7954919934272766, 'Food Safety Services': 0.029527384787797928, 'Business Development Services': 0.05581575632095337, 'Meat Processing Services': 0.007537122815847397, 'Marketing Services': 0.020870186388492584, 'Travel Services': 0.07121527940034866, 'Seafood Processing Services': 0.016008159145712852, 'E-Commerce Services': 0.025047235190868378, 'Market Research Services': 0.012625272385776043, 'Corporate Responsibility Services': 0.09637495875358582, 'Confectionery Manufacturing': 0.029366828501224518, 'Health Promotion Services': 0.056196823716163635, 'Management Consulting': 0.016955289989709854, 'Quality Assurance Services': 0.08694569766521454, 'Dairy Production Services': 0.023712802678346634, 'Insurance Services': 0.005012024659663439, 'Waste Management Services': 0.006625627167522907, 'Health and Safety Consulting': 0.016199851408600807}",['Financial Services']
"EnvCompli is a company that provides personalized Industrial General Permit (IGP) Management services for Storm Water Compliance needs. They offer an assigned specialist to meet all your needs, coordinate your lab sample results, and manage your SMARTs account. Their services include preparing a Storm Water Pollution Prevention Plan (Swppp) with on-site evaluation, BMPs evaluation, Monitoring Implementation Plan, Site Map, and SWPPP revision. They also provide customized Inspection Forms to meet your facility needs. EnvComplI was founded by a Stormwater Compliance expert with experience in various industries such as transportation, metal fabrication, scrap metals, plastic film & extrusion, food processing, oil & gas, wood mills, and aerospace. They provide on-the-spot NEC evaluation and solution to ensure the NEC requirements have been met. Additionally, they offer SMART data entry for AdHoc Report (Lab Report) and Annual Report.","['Source Control', 'Inspection and Sampling Event Forms', 'Stormwater Management', 'State Water Boards Smarts']",Services,Environmental Engineering Services,Environmental Consulting Services,"['Environmental Consulting', 'Water Treatment Services', 'Residential Drainage Systems', 'Waterproofing Services', 'Environmental Health Services', 'Industrial Plumbing Services', 'Septic System Services', 'Commercial Irrigation Systems', 'Pipeline Construction Services', 'Residential Plumbing Services', 'Commercial Plumbing Services', 'Residential Drain Cleaning', 'Commercial Drain Cleaning', 'Health and Safety Consulting', 'General Snow Removal Services', 'Waste Management Services', 'Boiler Installation Services', 'Swimming Pool Maintenance Services', 'Swimming Pool Installation Services', 'General Handyman Services', 'Ice Production Services', 'Testing and Inspection Services']","[0.5045509, 0.49001226, 0.46392956, 0.43175066, 0.43088153, 0.42197043, 0.41937882, 0.41370162, 0.40447745, 0.40163553, 0.38648114, 0.38042086, 0.37852305, 0.37749547, 0.37720883, 0.37567627, 0.36932093, 0.3689574, 0.36491013, 0.36097026, 0.3576162, 0.3556661]","{'Environmental Consulting': 0.9964126348495483, 'Water Treatment Services': 0.005170641466975212, 'Residential Drainage Systems': 0.13994944095611572, 'Waterproofing Services': 0.006699844263494015, 'Environmental Health Services': 0.0024148873053491116, 'Industrial Plumbing Services': 0.0008490629843436182, 'Septic System Services': 0.03127313032746315, 'Commercial Irrigation Systems': 0.2561069130897522, 'Pipeline Construction Services': 0.012135774828493595, 'Residential Plumbing Services': 0.0035656923428177834, 'Commercial Plumbing Services': 0.007665091194212437, 'Residential Drain Cleaning': 0.03718625009059906, 'Commercial Drain Cleaning': 0.09909840673208237, 'Health and Safety Consulting': 0.0008564564632251859, 'General Snow Removal Services': 0.0008917240193113685, 'Waste Management Services': 0.002699841745197773, 'Boiler Installation Services': 0.013354931026697159, 'Swimming Pool Maintenance Services': 0.005172159522771835, 'Swimming Pool Installation Services': 0.006355886813253164, 'General Handyman Services': 0.006331222131848335, 'Ice Production Services': 0.026290012523531914, 'Testing and Inspection Services': 0.9467225670814514}","['Environmental Consulting', 'Testing and Inspection Services']"
"Corrugated Beam Form Ltd is a company based in Walsall, England, specializing in the supply of concrete products.","['Cut Sheets', 'Formwork Installation Services', 'Corner Joints', 'Lightweight Polypropylene Manufacturer', 'Welded Cages', 'Full Drawings Installation Videos', 'Concrete Products', 'Manufacturing', 'Light Weight Polypropyl Alcohol', 'Drawing Take-offs Services', 'Installation Guides', 'Prefabricated U-sections', 'Construction Materials Manufacturing', 'Light and Rigid Formwork']",Manufacturing,Building Material Manufacturers,Engineered Wood Member Manufacturing,"['Pallet Manufacturing', 'Sheet Metal Services', 'Non-Structural Steel Fabrication', 'Commercial Construction Services', 'Tilt-Up Concrete Services', 'Residential Roofing Services', 'Masonry Construction Services', 'Tent Manufacturing Services', 'Plastic Signage Production', 'Roofing Services with Heat Application', 'Welding Services', 'Pipeline Construction Services', 'Structural Steel Erection', 'Fencing Construction Services', 'Window and Door Manufacturing', 'Field Welding Services', 'Carpentry Services', 'Furniture Manufacturing', 'Multi-Family Construction Services', 'Plastic Manufacturing', 'Sidewalk Construction Services', 'Cabinetry Manufacturing']","[0.49314192, 0.47582543, 0.44338983, 0.44014472, 0.41743344, 0.40915933, 0.40002522, 0.3964902, 0.39169216, 0.3882769, 0.3828262, 0.38148898, 0.3781233, 0.37652725, 0.37333286, 0.3718198, 0.37003642, 0.3692107, 0.36602247, 0.36227447, 0.35819232, 0.35767826]","{'Pallet Manufacturing': 0.00027961074374616146, 'Sheet Metal Services': 0.00842199195176363, 'Non-Structural Steel Fabrication': 0.0005910925101488829, 'Commercial Construction Services': 0.18793000280857086, 'Tilt-Up Concrete Services': 0.019213231280446053, 'Residential Roofing Services': 0.005089154466986656, 'Masonry Construction Services': 0.004125057253986597, 'Tent Manufacturing Services': 0.0007300761062651873, 'Plastic Signage Production': 0.00016263355792034417, 'Roofing Services with Heat Application': 0.004614731762558222, 'Welding Services': 0.08738436549901962, 'Pipeline Construction Services': 0.000930946902371943, 'Structural Steel Erection': 0.001603935845196247, 'Fencing Construction Services': 0.010772263631224632, 'Window and Door Manufacturing': 0.0001661709975451231, 'Field Welding Services': 0.010469136759638786, 'Carpentry Services': 0.0004867765528615564, 'Furniture Manufacturing': 0.0002370926085859537, 'Multi-Family Construction Services': 0.02137705869972706, 'Plastic Manufacturing': 0.00024775118799880147, 'Sidewalk Construction Services': 0.0018612081184983253, 'Cabinetry Manufacturing': 0.0003244253166485578}",[]
"The company specializes in the production and distribution of packaging materials, including cardboard sealing tape, wholesale packaging, and packaging supplies. They also offer printed packaging services.","['C Packaging Solutions', 'Wholesale Package', 'Printed Packaging', 'Carton Sealing Tape']",Wholesale,Paper & Cardboard Products,Industrial and Personal Service Paper Merchant Wholesalers,"['Paper Production Services', 'Carpet Manufacturing Services', 'Insulation Services', 'Food Processing Services', 'Textile Manufacturing Services', 'Stationery Manufacturing', 'Sheet Metal Services', 'Bakery Production Services', 'Drywall Services', 'Printing Services', 'Tent Manufacturing Services', 'Gas Manufacturing Services', 'E-Commerce Services', 'Confectionery Manufacturing', 'Marketing Services', 'Commercial Construction Services', 'Catering Services', 'Accessory Manufacturing', 'Rope Production Services', 'Plastic Signage Production', 'Canning Services', 'Meat Processing Services']","[0.59287596, 0.46664578, 0.45389807, 0.44690096, 0.44519946, 0.43936065, 0.4360725, 0.42309794, 0.420753, 0.4180849, 0.4124574, 0.41135895, 0.4061529, 0.39934915, 0.3985026, 0.39427233, 0.39272583, 0.39192927, 0.39146566, 0.38953468, 0.38928598, 0.38751185]","{'Paper Production Services': 0.14735522866249084, 'Carpet Manufacturing Services': 0.00039224402280524373, 'Insulation Services': 0.0008209383813664317, 'Food Processing Services': 0.001708337338641286, 'Textile Manufacturing Services': 0.00025262834969908, 'Stationery Manufacturing': 0.0004784183402080089, 'Sheet Metal Services': 0.0005758976913057268, 'Bakery Production Services': 0.0017114400397986174, 'Drywall Services': 0.0003245612606406212, 'Printing Services': 0.7578437328338623, 'Tent Manufacturing Services': 0.0024709864519536495, 'Gas Manufacturing Services': 0.0014003250980749726, 'E-Commerce Services': 0.0012053537648171186, 'Confectionery Manufacturing': 0.0027703200466930866, 'Marketing Services': 0.0014473816845566034, 'Commercial Construction Services': 0.00220830668695271, 'Catering Services': 0.00033676091697998345, 'Accessory Manufacturing': 0.022485418245196342, 'Rope Production Services': 0.000695511291269213, 'Plastic Signage Production': 0.0009008889901451766, 'Canning Services': 0.0008121947757899761, 'Meat Processing Services': 0.000601702369749546}",['Printing Services']
"Indira Caterz And Event Managerzz is a company categorized under restaurant supply stores. It is located in Alappuzha, Kerala, India. The company specializes in providing supplies for restaurants and event management services.","['Event Organization Services', 'Restaurant Supply Store']",Wholesale,Restaurant Equipment,Other Commercial Equipment Merchant Wholesalers,"['Catering Services', 'Event Planning Services', 'Food Processing Services', 'Marketing Services', 'Travel Services', 'Bakery Production Services', 'Seafood Processing Services', 'Crisis Management Services', 'E-Commerce Services', 'Coffee Processing Services', 'General Handyman Services', 'Waste Management Services', 'Meat Processing Services', 'Tent Manufacturing Services', 'Food Safety Services', 'Fundraising Services', 'Confectionery Manufacturing', 'Sports Management Services', 'Carpet Manufacturing Services', 'Interior Design Services', 'Agricultural Equipment Services', 'Insurance Services']","[0.5208752, 0.45424747, 0.3856383, 0.34586567, 0.3219806, 0.31809875, 0.31684354, 0.31523424, 0.3125656, 0.29511428, 0.29420584, 0.2937328, 0.29320174, 0.2923597, 0.28759372, 0.2867655, 0.2850671, 0.28306705, 0.2809708, 0.28080976, 0.2773438, 0.27545488]","{'Catering Services': 0.12277310341596603, 'Event Planning Services': 0.1481030434370041, 'Food Processing Services': 0.00031825079349800944, 'Marketing Services': 0.00046339715481735766, 'Travel Services': 0.0003534025454428047, 'Bakery Production Services': 0.00020586948085110635, 'Seafood Processing Services': 0.00021696228941436857, 'Crisis Management Services': 0.00046799794654361904, 'E-Commerce Services': 0.0002889964962378144, 'Coffee Processing Services': 0.00020689296070486307, 'General Handyman Services': 0.00020879978546872735, 'Waste Management Services': 0.00020531579502858222, 'Meat Processing Services': 0.00018319895025342703, 'Tent Manufacturing Services': 0.00038132930058054626, 'Food Safety Services': 0.0003904218610841781, 'Fundraising Services': 0.0002428963634883985, 'Confectionery Manufacturing': 8.155427349265665e-05, 'Sports Management Services': 0.00022635266941506416, 'Carpet Manufacturing Services': 0.00010051695426227525, 'Interior Design Services': 0.0001609450700925663, 'Agricultural Equipment Services': 0.00028115586610510945, 'Insurance Services': 0.00018623046344146132}",[]
