description,business_tags,sector,category,niche,candidate_labels,candidate_sim_scores,zero_shot_scores,final_labels
"Welchcivils is a civil engineering and construction company that specializes in designing and building utility network connections across the UK. They offer multi-utility solutions that combine electricity, gas, water, and fibre optic installation into a single contract. Their design engineer teams are capable of designing electricity, water and gas networks from existing network connection points to meter locations at the development, as well as project management of reinforcements and diversions. They provide custom connection solutions that take into account any existing assets, maximize the usage of every trench, and meet project deadlines. Welchcivils has considerable expertise installing gas and electricity connections in a variety of market categories, including residential, commercial, and industrial projects, as as well.","['Construction Services', 'Multi-utilities', 'Utility Network Connections Design and Construction', 'Water Connection Installation', 'Multi-utility Connections', 'Fiber Optic Installation']",Services,Civil Engineering Services,Other Heavy and Civil Engineering Construction,"['Pipeline Construction Services', 'Residential Electrical Services', 'Commercial Electrical Services', 'Commercial Construction Services', 'Industrial Plumbing Services', 'Cable Installation Services', 'Multi-Family Construction Services', 'Insulation Services', 'Electric Line Construction', 'Millwork Services', 'Infrastructure Excavation', 'Directional Drilling Services', 'Commercial Communication Equipment Installation', 'Residential Communication Equipment Installation', 'Boiler Installation Services', 'Masonry Construction Services', 'Well Drilling Services', 'Excavation Services', 'Roofing Services with Heat Application', 'Road and Highway Construction', 'Residential Roofing Services', 'Commercial Plumbing Services']","[0.5542776, 0.5054703, 0.48808673, 0.4698605, 0.4631223, 0.45207605, 0.4477328, 0.4448193, 0.44439334, 0.4406197, 0.4385237, 0.43121493, 0.42596117, 0.4254415, 0.4244448, 0.42212674, 0.41522548, 0.40889537, 0.40877393, 0.40819418, 0.40783596, 0.40636814]","{'Pipeline Construction Services': 0.07472556084394455, 'Residential Electrical Services': 0.47569990158081055, 'Commercial Electrical Services': 0.4027019441127777, 'Commercial Construction Services': 0.6192789077758789, 'Industrial Plumbing Services': 0.14270232617855072, 'Cable Installation Services': 0.10341639071702957, 'Multi-Family Construction Services': 0.13927538692951202, 'Insulation Services': 0.02404792234301567, 'Electric Line Construction': 0.49992451071739197, 'Millwork Services': 0.2073788344860077, 'Infrastructure Excavation': 0.2911549210548401, 'Directional Drilling Services': 0.08494516462087631, 'Commercial Communication Equipment Installation': 0.12486971169710159, 'Residential Communication Equipment Installation': 0.27184292674064636, 'Boiler Installation Services': 0.07187451422214508, 'Masonry Construction Services': 0.10992293804883957, 'Well Drilling Services': 0.06384413689374924, 'Excavation Services': 0.0492887943983078, 'Roofing Services with Heat Application': 0.064975805580616, 'Road and Highway Construction': 0.11660007387399673, 'Residential Roofing Services': 0.12174092233181, 'Commercial Plumbing Services': 0.11414998769760132}","['Residential Electrical Services', 'Commercial Electrical Services', 'Commercial Construction Services', 'Electric Line Construction']"
"Kyoto Vegetable Specialists Uekamo, also known as Iwa-machi, is a company based in Kyoto, Japan that specializes in the sale of vegetables. They have been in business for ten years and offer a collection of vegetable recipes through their Keiō Vegetable Recipe Collection and Online Shop. The company is directly owned by Uekamoo Farm, Uekame Farm, and Lobechi Shijo-hara Farm. They offer a variety of vegetable products, including suguki-zuke and Kamoo eggplant, and also accept production cultivation according to customer requests. Iwaichi Limited Company uses their experience in production and sales to provide tailored vegetables to meet customer needs and also accepts cultivation of products according to their requirements.","['Wholesale', 'Dual-task Movement Products', 'Cast Iron Products Manufacturer', 'Manufacturing Technology', 'Food and Beverage', 'Rice And Noodles', 'High-quality Gloss of Cast Iron', 'Rice Wholesaler', 'Miscellaneous Crop Farming', 'Health and Wellness Products', 'Agricultural Cooperative', 'Medical Practice Based on Eastern Medicine', 'Production', 'Rice Pudding']",Manufacturing,Fruit & Vegetable - Markets & Stores,"Frozen Fruit, Juice, and Vegetable Manufacturing","['Agricultural Equipment Services', 'Food Processing Services', 'Ornamental Plant Nurseries', 'Seafood Processing Services', 'Bakery Production Services', 'Coffee Processing Services', 'Meat Processing Services', 'Confectionery Manufacturing', 'Gardening Services', 'Food Safety Services', 'Dairy Production Services', 'Canning Services', 'Pet Food Manufacturing', 'Grain Processing Services', 'Textile Manufacturing Services', 'Pesticide Application Services', 'Livestock Dealer Services', 'Frozen Food Processing', 'Furniture Manufacturing', 'Accessory Manufacturing', 'Cabinetry Manufacturing', 'Catering Services']","[0.3943376, 0.39245272, 0.36094207, 0.35163498, 0.34166348, 0.33085266, 0.32945883, 0.3225432, 0.32151943, 0.3181459, 0.31303713, 0.30825162, 0.30562848, 0.29963917, 0.29701364, 0.29700416, 0.28498268, 0.27825034, 0.26667535, 0.2647096, 0.2621351, 0.261256]","{'Agricultural Equipment Services': 0.01731868088245392, 'Food Processing Services': 0.0717681273818016, 'Ornamental Plant Nurseries': 0.0077959271147847176, 'Seafood Processing Services': 0.002496653003618121, 'Bakery Production Services': 0.014741593971848488, 'Coffee Processing Services': 0.007814819924533367, 'Meat Processing Services': 0.0025614933110773563, 'Confectionery Manufacturing': 0.0023627246264368296, 'Gardening Services': 0.025130245834589005, 'Food Safety Services': 0.029214365407824516, 'Dairy Production Services': 0.006103923078626394, 'Canning Services': 0.031497567892074585, 'Pet Food Manufacturing': 0.0029028381686657667, 'Grain Processing Services': 0.012563695199787617, 'Textile Manufacturing Services': 0.0012893798993900418, 'Pesticide Application Services': 0.014896294102072716, 'Livestock Dealer Services': 0.00593718234449625, 'Frozen Food Processing': 0.11819814890623093, 'Furniture Manufacturing': 0.0013261405983939767, 'Accessory Manufacturing': 0.0431053452193737, 'Cabinetry Manufacturing': 0.0029112985357642174, 'Catering Services': 0.0074149263091385365}",[]
"Loidholdhof Integrative Hofgemeinschaft is a company that offers a range of services and products to its customers. Their products are all handmade and of the highest quality, produced on a biodynamic basis with a focus on freshness and quality. The company's product range includes homemade bread, honey from their own beekeeping, syrup, and fresh vegetables, which can be purchased in their farm shop. In addition to their farm products, they also have a farm shop and cafe where customers can enjoy fresh coffee and delicious cakes.","['Living Forms', 'Farm Cafe', 'Fresh Coffee', 'Community Engagement', 'Freshly Baked Bread', 'Social Interaction Opportunities', 'Fresh Vegetables', 'Homemade Honey', 'Delicious Cakes', 'Community-oriented Living', 'Handmade Products', 'Fresh Juices', 'Farm Fresh Products', 'Integrated Farming Community', 'Biodynamic Farming']",Manufacturing,Farms & Agriculture Production,All Other Miscellaneous Crop Farming,"['Bakery Production Services', 'Confectionery Manufacturing', 'Agricultural Equipment Services', 'Dairy Production Services', 'Food Processing Services', 'Meat Processing Services', 'Livestock Dealer Services', 'Grain Processing Services', 'Ornamental Plant Nurseries', 'Gardening Services', 'Catering Services', 'Coffee Processing Services', 'Food Safety Services', 'Animal Feed Manufacturing', 'Pet Food Manufacturing', 'Canning Services', 'Seafood Processing Services', 'Ice Production Services', 'Tent Manufacturing Services', 'Millwork Services', 'Non-Alcoholic Beverage Manufacturing', 'Pesticide Application Services']","[0.47594708, 0.4396742, 0.4035203, 0.40017742, 0.39959744, 0.35436454, 0.3531459, 0.35251424, 0.3465444, 0.34439093, 0.34111637, 0.33773085, 0.33675057, 0.32714677, 0.32692137, 0.32222787, 0.3183755, 0.31197447, 0.3097033, 0.3063106, 0.30285802, 0.30031914]","{'Bakery Production Services': 0.02964022010564804, 'Confectionery Manufacturing': 0.0007968198624439538, 'Agricultural Equipment Services': 0.00488934013992548, 'Dairy Production Services': 0.0054389662109315395, 'Food Processing Services': 0.003437804291024804, 'Meat Processing Services': 0.0010482975048944354, 'Livestock Dealer Services': 0.002828002441674471, 'Grain Processing Services': 0.003012912580743432, 'Ornamental Plant Nurseries': 0.0015523802721872926, 'Gardening Services': 0.01954866759479046, 'Catering Services': 0.0032336923759430647, 'Coffee Processing Services': 0.07936113327741623, 'Food Safety Services': 0.012308931909501553, 'Animal Feed Manufacturing': 0.0007805217755958438, 'Pet Food Manufacturing': 0.0008290793048217893, 'Canning Services': 0.012154113501310349, 'Seafood Processing Services': 0.0013320676516741514, 'Ice Production Services': 0.009345194324851036, 'Tent Manufacturing Services': 0.014721355400979519, 'Millwork Services': 0.003495188429951668, 'Non-Alcoholic Beverage Manufacturing': 0.00444603618234396, 'Pesticide Application Services': 0.003030683845281601}",[]
"PATAGONIA Chapa Y Pintura is an auto body shop located in Comodoro Rivadavia, Chubut Province, Argentina. The company specializes in providing auto body repair services.","['Automotive Body Repair Services', 'Interior Repair Services']",Services,Auto Body Shops,"Automotive Body, Paint, and Interior Repair and Maintenance","['Coffee Processing Services', 'Apparel Manufacturing', 'Textile Manufacturing Services', 'Asphalt Production Services', 'Food Processing Services', 'Cosmetic Manufacturing', 'Sheet Metal Services', 'Pet Grooming Services', 'Road Maintenance Services', 'Commercial Construction Services', 'Meat Processing Services', 'Seafood Processing Services', 'Well Drilling Services', 'Carpentry Services', 'Pet Food Manufacturing', 'Pet Boarding Services', 'Commercial Renovation Services', 'Excavation Services', 'Plastic Manufacturing', 'Swimming Pool Maintenance Services', 'Testing and Inspection Services', 'Tent Manufacturing Services']","[0.34127778, 0.32487506, 0.31108087, 0.30782425, 0.30520904, 0.3050699, 0.30285835, 0.30267742, 0.28695774, 0.28540748, 0.2849004, 0.28223145, 0.2814926, 0.28048277, 0.27498335, 0.27470475, 0.2709614, 0.26990357, 0.26972252, 0.2692294, 0.2686327, 0.26657534]","{'Coffee Processing Services': 0.00013077264884486794, 'Apparel Manufacturing': 0.00012894159590359777, 'Textile Manufacturing Services': 9.214928286382928e-05, 'Asphalt Production Services': 0.00023380204220302403, 'Food Processing Services': 0.0001156664002337493, 'Cosmetic Manufacturing': 0.000252638419624418, 'Sheet Metal Services': 0.00016958918422460556, 'Pet Grooming Services': 0.00027896047686226666, 'Road Maintenance Services': 0.0007713086088187993, 'Commercial Construction Services': 0.0007286195177584887, 'Meat Processing Services': 9.977749141398817e-05, 'Seafood Processing Services': 9.03735781321302e-05, 'Well Drilling Services': 0.0001546707790112123, 'Carpentry Services': 0.0001939976355060935, 'Pet Food Manufacturing': 0.00014114807709120214, 'Pet Boarding Services': 0.00030391471227630973, 'Commercial Renovation Services': 0.0015142266638576984, 'Excavation Services': 0.0001451787684345618, 'Plastic Manufacturing': 0.0009296777425333858, 'Swimming Pool Maintenance Services': 0.00022139363863971084, 'Testing and Inspection Services': 0.00033638818422332406, 'Tent Manufacturing Services': 0.0021019326522946358}",[]
"Stanica WODNA PTTK Swornegacie is a cultural establishment located in Swornychgaciach, Poland. It is a popular destination for kayakers and tourists of all levels, offering a variety of activities and events. The establishment is managed by Zbigniew Galiński.","['Cultural Activities', 'Accommodation Services', 'Kayak Rentals', 'Small Gastronomy Products', 'Tourism Services', 'Recreational Activities', 'Cultural Center']",Services,Boat Tours & Cruises,"Scenic and Sightseeing Transportation, Water","['Welding Services', 'Tent Manufacturing Services', 'Carpentry Services', 'Physical Therapy Services', 'Brewery Operations', 'Fishing and Hunting Services', 'Ice Production Services', 'Laboratory Services', 'Arts Services', 'Field Welding Services', 'Waterproofing Services', 'Coffee Processing Services', 'Meat Processing Services', 'Veterinary Clinics', 'Legal Services', 'Pet Grooming Services', 'Boiler Repair Services', 'Fencing Construction Services', 'Travel Services', 'Testing and Inspection Services', 'Textile Manufacturing Services', 'Seafood Processing Services']","[0.24252653, 0.24166107, 0.2386038, 0.23729628, 0.22617684, 0.22292277, 0.21719691, 0.2141855, 0.21333429, 0.2119918, 0.2093943, 0.20869537, 0.20733276, 0.20647004, 0.20589522, 0.20426719, 0.20158492, 0.20103292, 0.19974387, 0.1985747, 0.19799478, 0.19723332]","{'Welding Services': 0.0002877828083001077, 'Tent Manufacturing Services': 0.000451903062639758, 'Carpentry Services': 0.00044992889161221683, 'Physical Therapy Services': 0.00030848305323161185, 'Brewery Operations': 0.0004980210214853287, 'Fishing and Hunting Services': 0.0004607215232681483, 'Ice Production Services': 0.0007166590658016503, 'Laboratory Services': 0.0011329001281410456, 'Arts Services': 0.013323556631803513, 'Field Welding Services': 0.0002975455718114972, 'Waterproofing Services': 0.011331310495734215, 'Coffee Processing Services': 0.0002340259525226429, 'Meat Processing Services': 0.00011408764839870855, 'Veterinary Clinics': 0.0002348175912629813, 'Legal Services': 0.0007863528444431722, 'Pet Grooming Services': 0.0006169777479954064, 'Boiler Repair Services': 0.00016995513578876853, 'Fencing Construction Services': 0.00017771094280760735, 'Travel Services': 0.4516693949699402, 'Testing and Inspection Services': 0.0004257079563103616, 'Textile Manufacturing Services': 8.429676381638274e-05, 'Seafood Processing Services': 0.00027568769291974604}",['Travel Services']
"BIQ Benefícios is a Brazilian company that specializes in generating benefits for both individuals and businesses. With a structure of three large companies in the food sector and 20 years of experience, BIQ Beneficios has extensive knowledge in this field. The company aims to revolutionize the market through quality services for its customers, accredited employees, and collaborators. BIQ Benefits is duly accredited by the PAT (Worker Food Program) and offers a wide network of accredited establishments that provides employees with the freedom to choose healthy food options. The BIQ Duo card is perfect for those who travel frequently. The app allows users to perform balance queries and statements of BIQ cards, as well as see the average daily spending so that their balance lasts until the end of the month.","['Healthy Food Options', 'Accredited Establishments', 'Daily Spending Tracking Service', 'Benefits and Payment Solutions', 'Balance Queries', 'Balance Statements', 'Benefit Generation', 'Food Cards', 'Flexible and Personalized Benefits Strategy']",Services,Payment Processing & Point of Sale,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","['Food Processing Services', 'Business Development Services', 'Catering Services', 'Bakery Production Services', 'Coffee Processing Services', 'Financial Services', 'Marketing Services', 'Food Safety Services', 'Meat Processing Services', 'Travel Services', 'Seafood Processing Services', 'Market Research Services', 'E-Commerce Services', 'Corporate Responsibility Services', 'Health Promotion Services', 'Management Consulting', 'Quality Assurance Services', 'Insurance Services', 'Health and Safety Consulting', 'Dairy Production Services', 'Waste Management Services', 'Confectionery Manufacturing']","[0.42576373, 0.41561055, 0.40129977, 0.40056714, 0.40024507, 0.39257812, 0.38422453, 0.38013977, 0.37669116, 0.36844122, 0.36664313, 0.36052907, 0.35756865, 0.3420151, 0.33727005, 0.33441496, 0.3321432, 0.32512856, 0.31373507, 0.3105647, 0.3104613, 0.3086272]","{'Food Processing Services': 0.34678569436073303, 'Business Development Services': 0.19264331459999084, 'Catering Services': 0.044209204614162445, 'Bakery Production Services': 0.14270325005054474, 'Coffee Processing Services': 0.02216516248881817, 'Financial Services': 0.7924529314041138, 'Marketing Services': 0.015347612090408802, 'Food Safety Services': 0.05677112936973572, 'Meat Processing Services': 0.03435235470533371, 'Travel Services': 0.10005562007427216, 'Seafood Processing Services': 0.07686030864715576, 'Market Research Services': 0.010724297724664211, 'E-Commerce Services': 0.03154247626662254, 'Corporate Responsibility Services': 0.11885499954223633, 'Health Promotion Services': 0.11697094142436981, 'Management Consulting': 0.07018086314201355, 'Quality Assurance Services': 0.10803382098674774, 'Insurance Services': 0.008419910445809364, 'Health and Safety Consulting': 0.06231177970767021, 'Dairy Production Services': 0.07722166925668716, 'Waste Management Services': 0.04077596589922905, 'Confectionery Manufacturing': 0.08166203647851944}","['Food Processing Services', 'Financial Services']"
"EnvCompli is a company that provides personalized Industrial General Permit (IGP) Management services for Storm Water Compliance needs. They offer an assigned specialist to meet all your needs, coordinate your lab sample results, and manage your SMARTs account. Their services include preparing a Storm Water Pollution Prevention Plan (Swppp) with on-site evaluation, BMPs evaluation, Monitoring Implementation Plan, Site Map, and SWPPP revision. They also provide customized Inspection Forms to meet your facility needs. EnvComplI was founded by a Stormwater Compliance expert with experience in various industries such as transportation, metal fabrication, scrap metals, plastic film & extrusion, food processing, oil & gas, wood mills, and aerospace. They provide on-the-spot NEC evaluation and solution to ensure the NEC requirements have been met. Additionally, they offer SMART data entry for AdHoc Report (Lab Report) and Annual Report.","['Source Control', 'Inspection and Sampling Event Forms', 'Stormwater Management', 'State Water Boards Smarts']",Services,Environmental Engineering Services,Environmental Consulting Services,"['Environmental Consulting', 'Water Treatment Services', 'Waterproofing Services', 'Residential Drainage Systems', 'Environmental Health Services', 'Industrial Plumbing Services', 'Septic System Services', 'Residential Plumbing Services', 'Pipeline Construction Services', 'Commercial Irrigation Systems', 'Boiler Installation Services', 'General Snow Removal Services', 'Health and Safety Consulting', 'Commercial Plumbing Services', 'Swimming Pool Maintenance Services', 'General Handyman Services', 'Swimming Pool Installation Services', 'Waste Management Services', 'Testing and Inspection Services', 'Compliance Services', 'Residential Drain Cleaning', 'Commercial Drain Cleaning']","[0.48546916, 0.47099984, 0.43596065, 0.43075094, 0.42158717, 0.40638, 0.39746752, 0.38983023, 0.3863603, 0.3859017, 0.38086942, 0.37590623, 0.37551254, 0.37154824, 0.37020683, 0.36983818, 0.36680532, 0.36160517, 0.35858732, 0.3576479, 0.35038275, 0.34659272]","{'Environmental Consulting': 0.980246901512146, 'Water Treatment Services': 0.0068818614818155766, 'Waterproofing Services': 0.007238092366605997, 'Residential Drainage Systems': 0.17090852558612823, 'Environmental Health Services': 0.004822572227567434, 'Industrial Plumbing Services': 0.002016698243096471, 'Septic System Services': 0.07243570685386658, 'Residential Plumbing Services': 0.00530540756881237, 'Pipeline Construction Services': 0.040545642375946045, 'Commercial Irrigation Systems': 0.33583471179008484, 'Boiler Installation Services': 0.018387604504823685, 'General Snow Removal Services': 0.0021831169724464417, 'Health and Safety Consulting': 0.0015467795310541987, 'Commercial Plumbing Services': 0.02044302597641945, 'Swimming Pool Maintenance Services': 0.005321944132447243, 'General Handyman Services': 0.010763813741505146, 'Swimming Pool Installation Services': 0.00741895567625761, 'Waste Management Services': 0.0028336867690086365, 'Testing and Inspection Services': 0.9329203367233276, 'Compliance Services': 0.8993167281150818, 'Residential Drain Cleaning': 0.0495680570602417, 'Commercial Drain Cleaning': 0.18520380556583405}","['Environmental Consulting', 'Commercial Irrigation Systems', 'Testing and Inspection Services', 'Compliance Services']"
"Corrugated Beam Form Ltd is a company based in Walsall, England, specializing in the supply of concrete products.","['Cut Sheets', 'Formwork Installation Services', 'Corner Joints', 'Lightweight Polypropylene Manufacturer', 'Welded Cages', 'Full Drawings Installation Videos', 'Concrete Products', 'Manufacturing', 'Light Weight Polypropyl Alcohol', 'Drawing Take-offs Services', 'Installation Guides', 'Prefabricated U-sections', 'Construction Materials Manufacturing', 'Light and Rigid Formwork']",Manufacturing,Building Material Manufacturers,Engineered Wood Member Manufacturing,"['Sheet Metal Services', 'Pallet Manufacturing', 'Commercial Construction Services', 'Non-Structural Steel Fabrication', 'Tilt-Up Concrete Services', 'Residential Roofing Services', 'Welding Services', 'Field Welding Services', 'Masonry Construction Services', 'Tent Manufacturing Services', 'Pipeline Construction Services', 'Roofing Services with Heat Application', 'Plastic Signage Production', 'Fencing Construction Services', 'Multi-Family Construction Services', 'Carpentry Services', 'Structural Steel Erection', 'Mobile Home Construction Services', 'Sidewalk Construction Services', 'Millwork Services', 'Plastic Manufacturing', 'Furniture Manufacturing']","[0.46739453, 0.4641639, 0.42884427, 0.41831338, 0.39366695, 0.39364, 0.39127988, 0.38811255, 0.3875978, 0.3858026, 0.37600118, 0.36420816, 0.36022806, 0.3600695, 0.35628933, 0.3537074, 0.3490395, 0.3464782, 0.3452926, 0.33054373, 0.33022237, 0.3299675]","{'Sheet Metal Services': 0.09730488061904907, 'Pallet Manufacturing': 0.0012041840236634016, 'Commercial Construction Services': 0.799923300743103, 'Non-Structural Steel Fabrication': 0.001916977227665484, 'Tilt-Up Concrete Services': 0.11641868948936462, 'Residential Roofing Services': 0.012899130582809448, 'Welding Services': 0.3004240393638611, 'Field Welding Services': 0.044027797877788544, 'Masonry Construction Services': 0.005156839732080698, 'Tent Manufacturing Services': 0.0014601731672883034, 'Pipeline Construction Services': 0.0027368010487407446, 'Roofing Services with Heat Application': 0.008275872096419334, 'Plastic Signage Production': 0.00037325656739994884, 'Fencing Construction Services': 0.041020046919584274, 'Multi-Family Construction Services': 0.05655602738261223, 'Carpentry Services': 0.0006538679590448737, 'Structural Steel Erection': 0.001689196447841823, 'Mobile Home Construction Services': 0.013154052197933197, 'Sidewalk Construction Services': 0.003349195932969451, 'Millwork Services': 0.01454371027648449, 'Plastic Manufacturing': 0.0007970364531502128, 'Furniture Manufacturing': 0.0004801287141162902}","['Commercial Construction Services', 'Welding Services']"
"The company specializes in the production and distribution of packaging materials, including cardboard sealing tape, wholesale packaging, and packaging supplies. They also offer printed packaging services.","['C Packaging Solutions', 'Wholesale Package', 'Printed Packaging', 'Carton Sealing Tape']",Wholesale,Paper & Cardboard Products,Industrial and Personal Service Paper Merchant Wholesalers,"['Paper Production Services', 'Carpet Manufacturing Services', 'Textile Manufacturing Services', 'Food Processing Services', 'Insulation Services', 'Stationery Manufacturing', 'Sheet Metal Services', 'Bakery Production Services', 'Printing Services', 'Gas Manufacturing Services', 'E-Commerce Services', 'Drywall Services', 'Tent Manufacturing Services', 'Commercial Construction Services', 'Marketing Services', 'Catering Services', 'Branding Services', 'Meat Processing Services', 'Confectionery Manufacturing', 'Ink Production Services', 'Canning Services', 'Accessory Manufacturing']","[0.5937568, 0.4831808, 0.4705766, 0.46356827, 0.44828463, 0.44434696, 0.44389203, 0.4396314, 0.43879884, 0.43861616, 0.42774558, 0.42471245, 0.4234354, 0.42068478, 0.42015064, 0.41740632, 0.40965563, 0.40446082, 0.40154827, 0.39546633, 0.39280537, 0.38771656]","{'Paper Production Services': 0.14823271334171295, 'Carpet Manufacturing Services': 0.0003757305385079235, 'Textile Manufacturing Services': 0.00020533200586214662, 'Food Processing Services': 0.0019680282566696405, 'Insulation Services': 0.0006599641055800021, 'Stationery Manufacturing': 0.00045165562187321484, 'Sheet Metal Services': 0.000549620424862951, 'Bakery Production Services': 0.001840375130996108, 'Printing Services': 0.5563855171203613, 'Gas Manufacturing Services': 0.0011529606999829412, 'E-Commerce Services': 0.0012650879798457026, 'Drywall Services': 0.000277892395388335, 'Tent Manufacturing Services': 0.0017207019263878465, 'Commercial Construction Services': 0.0031235776841640472, 'Marketing Services': 0.0013657857198268175, 'Catering Services': 0.000835457060020417, 'Branding Services': 0.0006020233849994838, 'Meat Processing Services': 0.0008647562353871763, 'Confectionery Manufacturing': 0.006461800541728735, 'Ink Production Services': 0.0006553998682647943, 'Canning Services': 0.0007380283204838634, 'Accessory Manufacturing': 0.015106532722711563}",['Printing Services']
"Indira Caterz And Event Managerzz is a company categorized under restaurant supply stores. It is located in Alappuzha, Kerala, India. The company specializes in providing supplies for restaurants and event management services.","['Event Organization Services', 'Restaurant Supply Store']",Wholesale,Restaurant Equipment,Other Commercial Equipment Merchant Wholesalers,"['Catering Services', 'Event Planning Services', 'Food Processing Services', 'Marketing Services', 'Travel Services', 'Seafood Processing Services', 'Bakery Production Services', 'E-Commerce Services', 'Crisis Management Services', 'Coffee Processing Services', 'General Handyman Services', 'Tent Manufacturing Services', 'Meat Processing Services', 'Confectionery Manufacturing', 'Carpet Manufacturing Services', 'Interior Design Services', 'Waste Management Services', 'Food Safety Services', 'Fundraising Services', 'Sports Management Services', 'Agricultural Equipment Services', 'Online Marketing Services']","[0.51983654, 0.45102838, 0.39506435, 0.354128, 0.3345167, 0.33115628, 0.32951176, 0.32922432, 0.31428754, 0.3047024, 0.30357587, 0.30256402, 0.30056942, 0.2979551, 0.29433265, 0.29262984, 0.2917775, 0.29161692, 0.28831813, 0.28782982, 0.28095895, 0.27850837]","{'Catering Services': 0.36472296714782715, 'Event Planning Services': 0.2992244064807892, 'Food Processing Services': 0.0003423197485972196, 'Marketing Services': 0.0005875055212527514, 'Travel Services': 0.00031511735869571567, 'Seafood Processing Services': 0.0003797660465352237, 'Bakery Production Services': 0.0003904579789377749, 'E-Commerce Services': 0.00023476243950426579, 'Crisis Management Services': 0.0015387868043035269, 'Coffee Processing Services': 0.0004593333578668535, 'General Handyman Services': 0.0002089387853629887, 'Tent Manufacturing Services': 0.0008294305298477411, 'Meat Processing Services': 0.0003245800035074353, 'Confectionery Manufacturing': 0.0001533867762191221, 'Carpet Manufacturing Services': 0.00014545100566465408, 'Interior Design Services': 0.00019056914607062936, 'Waste Management Services': 0.00020844813843723387, 'Food Safety Services': 0.0008299108012579381, 'Fundraising Services': 0.00040695059578865767, 'Sports Management Services': 0.0003999684704467654, 'Agricultural Equipment Services': 0.0005496242665685713, 'Online Marketing Services': 0.0003351936175022274}",['Catering Services']
